filename
D:\luna16\LUNA 2016\segmentation\Mask/6_54
D:\luna16\LUNA 2016\segmentation\Mask/6_55
D:\luna16\LUNA 2016\segmentation\Mask/6_56
D:\luna16\LUNA 2016\segmentation\Mask/6_57
D:\luna16\LUNA 2016\segmentation\Mask/6_58
D:\luna16\LUNA 2016\segmentation\Mask/6_59
D:\luna16\LUNA 2016\segmentation\Mask/6_60
D:\luna16\LUNA 2016\segmentation\Mask/6_61
D:\luna16\LUNA 2016\segmentation\Mask/6_62
D:\luna16\LUNA 2016\segmentation\Mask/6_63
D:\luna16\LUNA 2016\segmentation\Mask/6_64
D:\luna16\LUNA 2016\segmentation\Mask/6_65
D:\luna16\LUNA 2016\segmentation\Mask/6_66
D:\luna16\LUNA 2016\segmentation\Mask/6_67
D:\luna16\LUNA 2016\segmentation\Mask/6_68
D:\luna16\LUNA 2016\segmentation\Mask/6_69
D:\luna16\LUNA 2016\segmentation\Mask/6_70
D:\luna16\LUNA 2016\segmentation\Mask/6_71
D:\luna16\LUNA 2016\segmentation\Mask/6_72
D:\luna16\LUNA 2016\segmentation\Mask/6_73
D:\luna16\LUNA 2016\segmentation\Mask/6_74
D:\luna16\LUNA 2016\segmentation\Mask/6_75
D:\luna16\LUNA 2016\segmentation\Mask/6_76
D:\luna16\LUNA 2016\segmentation\Mask/6_77
D:\luna16\LUNA 2016\segmentation\Mask/6_78
D:\luna16\LUNA 2016\segmentation\Mask/6_79
D:\luna16\LUNA 2016\segmentation\Mask/6_80
D:\luna16\LUNA 2016\segmentation\Mask/6_81
D:\luna16\LUNA 2016\segmentation\Mask/6_82
D:\luna16\LUNA 2016\segmentation\Mask/6_83
D:\luna16\LUNA 2016\segmentation\Mask/6_84
D:\luna16\LUNA 2016\segmentation\Mask/6_85
D:\luna16\LUNA 2016\segmentation\Mask/6_86
D:\luna16\LUNA 2016\segmentation\Mask/6_87
D:\luna16\LUNA 2016\segmentation\Mask/6_88
D:\luna16\LUNA 2016\segmentation\Mask/6_89
D:\luna16\LUNA 2016\segmentation\Mask/6_90
D:\luna16\LUNA 2016\segmentation\Mask/6_91
D:\luna16\LUNA 2016\segmentation\Mask/6_92
D:\luna16\LUNA 2016\segmentation\Mask/6_93
D:\luna16\LUNA 2016\segmentation\Mask/6_94
D:\luna16\LUNA 2016\segmentation\Mask/6_95
D:\luna16\LUNA 2016\segmentation\Mask/6_96
D:\luna16\LUNA 2016\segmentation\Mask/6_97
D:\luna16\LUNA 2016\segmentation\Mask/6_98
D:\luna16\LUNA 2016\segmentation\Mask/6_99
D:\luna16\LUNA 2016\segmentation\Mask/6_100
D:\luna16\LUNA 2016\segmentation\Mask/6_101
D:\luna16\LUNA 2016\segmentation\Mask/6_102
D:\luna16\LUNA 2016\segmentation\Mask/6_103
D:\luna16\LUNA 2016\segmentation\Mask/6_104
D:\luna16\LUNA 2016\segmentation\Mask/6_105
D:\luna16\LUNA 2016\segmentation\Mask/6_106
D:\luna16\LUNA 2016\segmentation\Mask/6_107
D:\luna16\LUNA 2016\segmentation\Mask/6_108
D:\luna16\LUNA 2016\segmentation\Mask/6_109
D:\luna16\LUNA 2016\segmentation\Mask/6_110
D:\luna16\LUNA 2016\segmentation\Mask/6_111
D:\luna16\LUNA 2016\segmentation\Mask/6_112
D:\luna16\LUNA 2016\segmentation\Mask/6_113
D:\luna16\LUNA 2016\segmentation\Mask/6_114
D:\luna16\LUNA 2016\segmentation\Mask/6_115
D:\luna16\LUNA 2016\segmentation\Mask/6_116
D:\luna16\LUNA 2016\segmentation\Mask/6_117
D:\luna16\LUNA 2016\segmentation\Mask/6_118
D:\luna16\LUNA 2016\segmentation\Mask/6_119
D:\luna16\LUNA 2016\segmentation\Mask/6_120
D:\luna16\LUNA 2016\segmentation\Mask/6_121
D:\luna16\LUNA 2016\segmentation\Mask/6_122
D:\luna16\LUNA 2016\segmentation\Mask/6_123
D:\luna16\LUNA 2016\segmentation\Mask/6_124
D:\luna16\LUNA 2016\segmentation\Mask/6_125
D:\luna16\LUNA 2016\segmentation\Mask/6_126
D:\luna16\LUNA 2016\segmentation\Mask/6_127
D:\luna16\LUNA 2016\segmentation\Mask/6_128
D:\luna16\LUNA 2016\segmentation\Mask/6_129
D:\luna16\LUNA 2016\segmentation\Mask/6_130
D:\luna16\LUNA 2016\segmentation\Mask/6_131
D:\luna16\LUNA 2016\segmentation\Mask/6_132
D:\luna16\LUNA 2016\segmentation\Mask/6_133
D:\luna16\LUNA 2016\segmentation\Mask/6_134
D:\luna16\LUNA 2016\segmentation\Mask/6_135
D:\luna16\LUNA 2016\segmentation\Mask/6_136
D:\luna16\LUNA 2016\segmentation\Mask/6_137
D:\luna16\LUNA 2016\segmentation\Mask/6_138
D:\luna16\LUNA 2016\segmentation\Mask/6_139
D:\luna16\LUNA 2016\segmentation\Mask/6_140
D:\luna16\LUNA 2016\segmentation\Mask/6_141
D:\luna16\LUNA 2016\segmentation\Mask/6_142
D:\luna16\LUNA 2016\segmentation\Mask/6_143
D:\luna16\LUNA 2016\segmentation\Mask/6_144
D:\luna16\LUNA 2016\segmentation\Mask/6_145
D:\luna16\LUNA 2016\segmentation\Mask/6_146
D:\luna16\LUNA 2016\segmentation\Mask/6_147
D:\luna16\LUNA 2016\segmentation\Mask/6_148
D:\luna16\LUNA 2016\segmentation\Mask/6_149
D:\luna16\LUNA 2016\segmentation\Mask/6_150
D:\luna16\LUNA 2016\segmentation\Mask/6_151
D:\luna16\LUNA 2016\segmentation\Mask/6_152
D:\luna16\LUNA 2016\segmentation\Mask/6_153
D:\luna16\LUNA 2016\segmentation\Mask/6_154
D:\luna16\LUNA 2016\segmentation\Mask/6_155
D:\luna16\LUNA 2016\segmentation\Mask/6_156
D:\luna16\LUNA 2016\segmentation\Mask/6_157
D:\luna16\LUNA 2016\segmentation\Mask/6_158
D:\luna16\LUNA 2016\segmentation\Mask/6_159
D:\luna16\LUNA 2016\segmentation\Mask/6_160
D:\luna16\LUNA 2016\segmentation\Mask/6_161
D:\luna16\LUNA 2016\segmentation\Mask/6_162
D:\luna16\LUNA 2016\segmentation\Mask/6_163
D:\luna16\LUNA 2016\segmentation\Mask/6_164
D:\luna16\LUNA 2016\segmentation\Mask/6_165
D:\luna16\LUNA 2016\segmentation\Mask/6_166
D:\luna16\LUNA 2016\segmentation\Mask/6_167
D:\luna16\LUNA 2016\segmentation\Mask/6_168
D:\luna16\LUNA 2016\segmentation\Mask/6_169
D:\luna16\LUNA 2016\segmentation\Mask/6_170
D:\luna16\LUNA 2016\segmentation\Mask/6_171
D:\luna16\LUNA 2016\segmentation\Mask/6_172
D:\luna16\LUNA 2016\segmentation\Mask/6_173
D:\luna16\LUNA 2016\segmentation\Mask/6_174
D:\luna16\LUNA 2016\segmentation\Mask/6_175
D:\luna16\LUNA 2016\segmentation\Mask/6_176
D:\luna16\LUNA 2016\segmentation\Mask/6_177
D:\luna16\LUNA 2016\segmentation\Mask/6_178
D:\luna16\LUNA 2016\segmentation\Mask/6_179
D:\luna16\LUNA 2016\segmentation\Mask/6_180
D:\luna16\LUNA 2016\segmentation\Mask/6_181
D:\luna16\LUNA 2016\segmentation\Mask/6_182
D:\luna16\LUNA 2016\segmentation\Mask/6_183
D:\luna16\LUNA 2016\segmentation\Mask/6_184
D:\luna16\LUNA 2016\segmentation\Mask/6_185
D:\luna16\LUNA 2016\segmentation\Mask/6_186
D:\luna16\LUNA 2016\segmentation\Mask/6_187
D:\luna16\LUNA 2016\segmentation\Mask/6_188
D:\luna16\LUNA 2016\segmentation\Mask/6_189
D:\luna16\LUNA 2016\segmentation\Mask/6_190
D:\luna16\LUNA 2016\segmentation\Mask/6_191
D:\luna16\LUNA 2016\segmentation\Mask/6_192
D:\luna16\LUNA 2016\segmentation\Mask/6_193
D:\luna16\LUNA 2016\segmentation\Mask/6_194
D:\luna16\LUNA 2016\segmentation\Mask/6_195
D:\luna16\LUNA 2016\segmentation\Mask/6_196
D:\luna16\LUNA 2016\segmentation\Mask/6_197
D:\luna16\LUNA 2016\segmentation\Mask/6_198
D:\luna16\LUNA 2016\segmentation\Mask/6_199
D:\luna16\LUNA 2016\segmentation\Mask/6_200
D:\luna16\LUNA 2016\segmentation\Mask/6_201
D:\luna16\LUNA 2016\segmentation\Mask/6_202
D:\luna16\LUNA 2016\segmentation\Mask/6_203
D:\luna16\LUNA 2016\segmentation\Mask/6_204
D:\luna16\LUNA 2016\segmentation\Mask/6_205
D:\luna16\LUNA 2016\segmentation\Mask/6_206
D:\luna16\LUNA 2016\segmentation\Mask/6_207
D:\luna16\LUNA 2016\segmentation\Mask/6_208
D:\luna16\LUNA 2016\segmentation\Mask/6_209
D:\luna16\LUNA 2016\segmentation\Mask/6_210
D:\luna16\LUNA 2016\segmentation\Mask/6_211
D:\luna16\LUNA 2016\segmentation\Mask/6_212
D:\luna16\LUNA 2016\segmentation\Mask/6_213
D:\luna16\LUNA 2016\segmentation\Mask/6_214
D:\luna16\LUNA 2016\segmentation\Mask/6_215
D:\luna16\LUNA 2016\segmentation\Mask/6_216
D:\luna16\LUNA 2016\segmentation\Mask/6_217
D:\luna16\LUNA 2016\segmentation\Mask/6_218
D:\luna16\LUNA 2016\segmentation\Mask/6_219
D:\luna16\LUNA 2016\segmentation\Mask/6_220
D:\luna16\LUNA 2016\segmentation\Mask/8_0
D:\luna16\LUNA 2016\segmentation\Mask/8_1
D:\luna16\LUNA 2016\segmentation\Mask/8_2
D:\luna16\LUNA 2016\segmentation\Mask/8_3
D:\luna16\LUNA 2016\segmentation\Mask/8_4
D:\luna16\LUNA 2016\segmentation\Mask/8_5
D:\luna16\LUNA 2016\segmentation\Mask/8_6
D:\luna16\LUNA 2016\segmentation\Mask/8_7
D:\luna16\LUNA 2016\segmentation\Mask/8_8
D:\luna16\LUNA 2016\segmentation\Mask/8_9
D:\luna16\LUNA 2016\segmentation\Mask/8_10
D:\luna16\LUNA 2016\segmentation\Mask/8_11
D:\luna16\LUNA 2016\segmentation\Mask/8_12
D:\luna16\LUNA 2016\segmentation\Mask/8_13
D:\luna16\LUNA 2016\segmentation\Mask/8_14
D:\luna16\LUNA 2016\segmentation\Mask/8_15
D:\luna16\LUNA 2016\segmentation\Mask/8_16
D:\luna16\LUNA 2016\segmentation\Mask/8_17
D:\luna16\LUNA 2016\segmentation\Mask/8_18
D:\luna16\LUNA 2016\segmentation\Mask/8_19
D:\luna16\LUNA 2016\segmentation\Mask/8_20
D:\luna16\LUNA 2016\segmentation\Mask/8_21
D:\luna16\LUNA 2016\segmentation\Mask/8_22
D:\luna16\LUNA 2016\segmentation\Mask/8_23
D:\luna16\LUNA 2016\segmentation\Mask/8_24
D:\luna16\LUNA 2016\segmentation\Mask/8_25
D:\luna16\LUNA 2016\segmentation\Mask/8_26
D:\luna16\LUNA 2016\segmentation\Mask/8_27
D:\luna16\LUNA 2016\segmentation\Mask/8_28
D:\luna16\LUNA 2016\segmentation\Mask/8_29
D:\luna16\LUNA 2016\segmentation\Mask/8_30
D:\luna16\LUNA 2016\segmentation\Mask/8_31
D:\luna16\LUNA 2016\segmentation\Mask/8_32
D:\luna16\LUNA 2016\segmentation\Mask/8_33
D:\luna16\LUNA 2016\segmentation\Mask/8_34
D:\luna16\LUNA 2016\segmentation\Mask/8_35
D:\luna16\LUNA 2016\segmentation\Mask/8_36
D:\luna16\LUNA 2016\segmentation\Mask/8_37
D:\luna16\LUNA 2016\segmentation\Mask/8_38
D:\luna16\LUNA 2016\segmentation\Mask/8_39
D:\luna16\LUNA 2016\segmentation\Mask/8_40
D:\luna16\LUNA 2016\segmentation\Mask/8_41
D:\luna16\LUNA 2016\segmentation\Mask/8_42
D:\luna16\LUNA 2016\segmentation\Mask/8_43
D:\luna16\LUNA 2016\segmentation\Mask/8_44
D:\luna16\LUNA 2016\segmentation\Mask/8_45
D:\luna16\LUNA 2016\segmentation\Mask/8_46
D:\luna16\LUNA 2016\segmentation\Mask/8_47
D:\luna16\LUNA 2016\segmentation\Mask/8_48
D:\luna16\LUNA 2016\segmentation\Mask/8_49
D:\luna16\LUNA 2016\segmentation\Mask/8_50
D:\luna16\LUNA 2016\segmentation\Mask/8_51
D:\luna16\LUNA 2016\segmentation\Mask/8_52
D:\luna16\LUNA 2016\segmentation\Mask/8_53
D:\luna16\LUNA 2016\segmentation\Mask/8_54
D:\luna16\LUNA 2016\segmentation\Mask/8_55
D:\luna16\LUNA 2016\segmentation\Mask/8_56
D:\luna16\LUNA 2016\segmentation\Mask/8_57
D:\luna16\LUNA 2016\segmentation\Mask/8_58
D:\luna16\LUNA 2016\segmentation\Mask/8_59
D:\luna16\LUNA 2016\segmentation\Mask/8_60
D:\luna16\LUNA 2016\segmentation\Mask/8_61
D:\luna16\LUNA 2016\segmentation\Mask/8_62
D:\luna16\LUNA 2016\segmentation\Mask/8_63
D:\luna16\LUNA 2016\segmentation\Mask/8_64
D:\luna16\LUNA 2016\segmentation\Mask/8_65
D:\luna16\LUNA 2016\segmentation\Mask/8_66
D:\luna16\LUNA 2016\segmentation\Mask/8_67
D:\luna16\LUNA 2016\segmentation\Mask/8_68
D:\luna16\LUNA 2016\segmentation\Mask/8_69
D:\luna16\LUNA 2016\segmentation\Mask/8_70
D:\luna16\LUNA 2016\segmentation\Mask/8_71
D:\luna16\LUNA 2016\segmentation\Mask/8_72
D:\luna16\LUNA 2016\segmentation\Mask/8_73
D:\luna16\LUNA 2016\segmentation\Mask/8_74
D:\luna16\LUNA 2016\segmentation\Mask/8_75
D:\luna16\LUNA 2016\segmentation\Mask/8_76
D:\luna16\LUNA 2016\segmentation\Mask/8_77
D:\luna16\LUNA 2016\segmentation\Mask/8_78
D:\luna16\LUNA 2016\segmentation\Mask/8_79
D:\luna16\LUNA 2016\segmentation\Mask/8_80
D:\luna16\LUNA 2016\segmentation\Mask/8_81
D:\luna16\LUNA 2016\segmentation\Mask/8_82
D:\luna16\LUNA 2016\segmentation\Mask/8_83
D:\luna16\LUNA 2016\segmentation\Mask/8_84
D:\luna16\LUNA 2016\segmentation\Mask/8_85
D:\luna16\LUNA 2016\segmentation\Mask/8_86
D:\luna16\LUNA 2016\segmentation\Mask/8_87
D:\luna16\LUNA 2016\segmentation\Mask/8_88
D:\luna16\LUNA 2016\segmentation\Mask/8_89
D:\luna16\LUNA 2016\segmentation\Mask/8_90
D:\luna16\LUNA 2016\segmentation\Mask/8_91
D:\luna16\LUNA 2016\segmentation\Mask/8_92
D:\luna16\LUNA 2016\segmentation\Mask/8_93
D:\luna16\LUNA 2016\segmentation\Mask/8_94
D:\luna16\LUNA 2016\segmentation\Mask/8_95
D:\luna16\LUNA 2016\segmentation\Mask/8_96
D:\luna16\LUNA 2016\segmentation\Mask/8_97
D:\luna16\LUNA 2016\segmentation\Mask/8_98
D:\luna16\LUNA 2016\segmentation\Mask/8_99
D:\luna16\LUNA 2016\segmentation\Mask/8_100
D:\luna16\LUNA 2016\segmentation\Mask/8_101
D:\luna16\LUNA 2016\segmentation\Mask/8_102
D:\luna16\LUNA 2016\segmentation\Mask/8_103
D:\luna16\LUNA 2016\segmentation\Mask/8_104
D:\luna16\LUNA 2016\segmentation\Mask/8_105
D:\luna16\LUNA 2016\segmentation\Mask/8_106
D:\luna16\LUNA 2016\segmentation\Mask/8_107
D:\luna16\LUNA 2016\segmentation\Mask/8_108
D:\luna16\LUNA 2016\segmentation\Mask/8_109
D:\luna16\LUNA 2016\segmentation\Mask/8_110
D:\luna16\LUNA 2016\segmentation\Mask/8_111
D:\luna16\LUNA 2016\segmentation\Mask/8_112
D:\luna16\LUNA 2016\segmentation\Mask/8_113
D:\luna16\LUNA 2016\segmentation\Mask/8_114
D:\luna16\LUNA 2016\segmentation\Mask/8_115
D:\luna16\LUNA 2016\segmentation\Mask/8_116
D:\luna16\LUNA 2016\segmentation\Mask/8_117
D:\luna16\LUNA 2016\segmentation\Mask/8_118
D:\luna16\LUNA 2016\segmentation\Mask/8_119
D:\luna16\LUNA 2016\segmentation\Mask/8_120
D:\luna16\LUNA 2016\segmentation\Mask/8_121
D:\luna16\LUNA 2016\segmentation\Mask/8_122
D:\luna16\LUNA 2016\segmentation\Mask/8_123
D:\luna16\LUNA 2016\segmentation\Mask/8_124
D:\luna16\LUNA 2016\segmentation\Mask/8_125
D:\luna16\LUNA 2016\segmentation\Mask/8_126
D:\luna16\LUNA 2016\segmentation\Mask/8_127
D:\luna16\LUNA 2016\segmentation\Mask/8_128
D:\luna16\LUNA 2016\segmentation\Mask/8_129
D:\luna16\LUNA 2016\segmentation\Mask/8_130
D:\luna16\LUNA 2016\segmentation\Mask/8_131
D:\luna16\LUNA 2016\segmentation\Mask/8_132
D:\luna16\LUNA 2016\segmentation\Mask/8_133
D:\luna16\LUNA 2016\segmentation\Mask/8_134
D:\luna16\LUNA 2016\segmentation\Mask/8_135
D:\luna16\LUNA 2016\segmentation\Mask/8_136
D:\luna16\LUNA 2016\segmentation\Mask/8_137
D:\luna16\LUNA 2016\segmentation\Mask/8_138
D:\luna16\LUNA 2016\segmentation\Mask/8_139
D:\luna16\LUNA 2016\segmentation\Mask/8_140
D:\luna16\LUNA 2016\segmentation\Mask/8_141
D:\luna16\LUNA 2016\segmentation\Mask/8_142
D:\luna16\LUNA 2016\segmentation\Mask/8_143
D:\luna16\LUNA 2016\segmentation\Mask/8_144
D:\luna16\LUNA 2016\segmentation\Mask/8_145
D:\luna16\LUNA 2016\segmentation\Mask/8_146
D:\luna16\LUNA 2016\segmentation\Mask/8_147
D:\luna16\LUNA 2016\segmentation\Mask/8_148
D:\luna16\LUNA 2016\segmentation\Mask/8_149
D:\luna16\LUNA 2016\segmentation\Mask/8_150
D:\luna16\LUNA 2016\segmentation\Mask/8_151
D:\luna16\LUNA 2016\segmentation\Mask/8_152
D:\luna16\LUNA 2016\segmentation\Mask/8_153
D:\luna16\LUNA 2016\segmentation\Mask/8_154
D:\luna16\LUNA 2016\segmentation\Mask/8_155
D:\luna16\LUNA 2016\segmentation\Mask/8_156
D:\luna16\LUNA 2016\segmentation\Mask/8_157
D:\luna16\LUNA 2016\segmentation\Mask/8_158
D:\luna16\LUNA 2016\segmentation\Mask/8_159
D:\luna16\LUNA 2016\segmentation\Mask/8_160
D:\luna16\LUNA 2016\segmentation\Mask/8_161
D:\luna16\LUNA 2016\segmentation\Mask/8_162
D:\luna16\LUNA 2016\segmentation\Mask/8_163
D:\luna16\LUNA 2016\segmentation\Mask/8_164
D:\luna16\LUNA 2016\segmentation\Mask/8_165
D:\luna16\LUNA 2016\segmentation\Mask/8_166
D:\luna16\LUNA 2016\segmentation\Mask/8_167
D:\luna16\LUNA 2016\segmentation\Mask/8_168
D:\luna16\LUNA 2016\segmentation\Mask/8_169
D:\luna16\LUNA 2016\segmentation\Mask/8_170
D:\luna16\LUNA 2016\segmentation\Mask/8_171
D:\luna16\LUNA 2016\segmentation\Mask/8_172
D:\luna16\LUNA 2016\segmentation\Mask/8_173
D:\luna16\LUNA 2016\segmentation\Mask/8_174
D:\luna16\LUNA 2016\segmentation\Mask/8_175
D:\luna16\LUNA 2016\segmentation\Mask/8_176
D:\luna16\LUNA 2016\segmentation\Mask/8_177
D:\luna16\LUNA 2016\segmentation\Mask/8_178
D:\luna16\LUNA 2016\segmentation\Mask/8_179
D:\luna16\LUNA 2016\segmentation\Mask/8_180
D:\luna16\LUNA 2016\segmentation\Mask/8_181
D:\luna16\LUNA 2016\segmentation\Mask/8_182
D:\luna16\LUNA 2016\segmentation\Mask/8_183
D:\luna16\LUNA 2016\segmentation\Mask/8_184
D:\luna16\LUNA 2016\segmentation\Mask/8_185
D:\luna16\LUNA 2016\segmentation\Mask/8_186
D:\luna16\LUNA 2016\segmentation\Mask/8_187
D:\luna16\LUNA 2016\segmentation\Mask/8_188
D:\luna16\LUNA 2016\segmentation\Mask/8_189
D:\luna16\LUNA 2016\segmentation\Mask/8_190
D:\luna16\LUNA 2016\segmentation\Mask/8_191
D:\luna16\LUNA 2016\segmentation\Mask/8_192
D:\luna16\LUNA 2016\segmentation\Mask/8_193
D:\luna16\LUNA 2016\segmentation\Mask/8_194
D:\luna16\LUNA 2016\segmentation\Mask/8_195
D:\luna16\LUNA 2016\segmentation\Mask/8_196
D:\luna16\LUNA 2016\segmentation\Mask/8_197
D:\luna16\LUNA 2016\segmentation\Mask/8_198
D:\luna16\LUNA 2016\segmentation\Mask/8_199
D:\luna16\LUNA 2016\segmentation\Mask/8_200
D:\luna16\LUNA 2016\segmentation\Mask/8_201
D:\luna16\LUNA 2016\segmentation\Mask/8_202
D:\luna16\LUNA 2016\segmentation\Mask/8_203
D:\luna16\LUNA 2016\segmentation\Mask/8_204
D:\luna16\LUNA 2016\segmentation\Mask/8_205
D:\luna16\LUNA 2016\segmentation\Mask/8_206
D:\luna16\LUNA 2016\segmentation\Mask/8_207
D:\luna16\LUNA 2016\segmentation\Mask/8_208
D:\luna16\LUNA 2016\segmentation\Mask/8_209
D:\luna16\LUNA 2016\segmentation\Mask/8_210
D:\luna16\LUNA 2016\segmentation\Mask/8_211
D:\luna16\LUNA 2016\segmentation\Mask/8_212
D:\luna16\LUNA 2016\segmentation\Mask/8_213
D:\luna16\LUNA 2016\segmentation\Mask/8_214
D:\luna16\LUNA 2016\segmentation\Mask/8_215
D:\luna16\LUNA 2016\segmentation\Mask/8_216
D:\luna16\LUNA 2016\segmentation\Mask/8_217
D:\luna16\LUNA 2016\segmentation\Mask/8_218
D:\luna16\LUNA 2016\segmentation\Mask/8_219
D:\luna16\LUNA 2016\segmentation\Mask/8_220
D:\luna16\LUNA 2016\segmentation\Mask/8_221
D:\luna16\LUNA 2016\segmentation\Mask/8_222
D:\luna16\LUNA 2016\segmentation\Mask/8_223
D:\luna16\LUNA 2016\segmentation\Mask/8_224
D:\luna16\LUNA 2016\segmentation\Mask/8_225
D:\luna16\LUNA 2016\segmentation\Mask/8_226
D:\luna16\LUNA 2016\segmentation\Mask/8_227
D:\luna16\LUNA 2016\segmentation\Mask/8_228
D:\luna16\LUNA 2016\segmentation\Mask/8_229
D:\luna16\LUNA 2016\segmentation\Mask/8_230
D:\luna16\LUNA 2016\segmentation\Mask/8_231
D:\luna16\LUNA 2016\segmentation\Mask/8_232
D:\luna16\LUNA 2016\segmentation\Mask/8_233
D:\luna16\LUNA 2016\segmentation\Mask/8_234
D:\luna16\LUNA 2016\segmentation\Mask/8_235
D:\luna16\LUNA 2016\segmentation\Mask/8_236
D:\luna16\LUNA 2016\segmentation\Mask/8_237
D:\luna16\LUNA 2016\segmentation\Mask/8_238
D:\luna16\LUNA 2016\segmentation\Mask/8_239
D:\luna16\LUNA 2016\segmentation\Mask/8_240
D:\luna16\LUNA 2016\segmentation\Mask/8_241
D:\luna16\LUNA 2016\segmentation\Mask/8_242
D:\luna16\LUNA 2016\segmentation\Mask/8_243
D:\luna16\LUNA 2016\segmentation\Mask/8_244
D:\luna16\LUNA 2016\segmentation\Mask/8_245
D:\luna16\LUNA 2016\segmentation\Mask/8_246
D:\luna16\LUNA 2016\segmentation\Mask/8_247
D:\luna16\LUNA 2016\segmentation\Mask/8_248
D:\luna16\LUNA 2016\segmentation\Mask/17_0
D:\luna16\LUNA 2016\segmentation\Mask/17_1
D:\luna16\LUNA 2016\segmentation\Mask/17_2
D:\luna16\LUNA 2016\segmentation\Mask/17_3
D:\luna16\LUNA 2016\segmentation\Mask/17_4
D:\luna16\LUNA 2016\segmentation\Mask/17_5
D:\luna16\LUNA 2016\segmentation\Mask/17_6
D:\luna16\LUNA 2016\segmentation\Mask/17_7
D:\luna16\LUNA 2016\segmentation\Mask/17_8
D:\luna16\LUNA 2016\segmentation\Mask/17_9
D:\luna16\LUNA 2016\segmentation\Mask/17_10
D:\luna16\LUNA 2016\segmentation\Mask/17_11
D:\luna16\LUNA 2016\segmentation\Mask/17_12
D:\luna16\LUNA 2016\segmentation\Mask/17_13
D:\luna16\LUNA 2016\segmentation\Mask/17_14
D:\luna16\LUNA 2016\segmentation\Mask/17_15
D:\luna16\LUNA 2016\segmentation\Mask/17_16
D:\luna16\LUNA 2016\segmentation\Mask/17_17
D:\luna16\LUNA 2016\segmentation\Mask/17_18
D:\luna16\LUNA 2016\segmentation\Mask/17_19
D:\luna16\LUNA 2016\segmentation\Mask/17_20
D:\luna16\LUNA 2016\segmentation\Mask/17_21
D:\luna16\LUNA 2016\segmentation\Mask/17_22
D:\luna16\LUNA 2016\segmentation\Mask/17_23
D:\luna16\LUNA 2016\segmentation\Mask/17_24
D:\luna16\LUNA 2016\segmentation\Mask/17_25
D:\luna16\LUNA 2016\segmentation\Mask/17_26
D:\luna16\LUNA 2016\segmentation\Mask/17_27
D:\luna16\LUNA 2016\segmentation\Mask/17_28
